respondent_serial,respondent_id,country,yearbornin_1_slice,yearbornin_1_slice1,ageofrespondent,indicateage,gender,occstatus,levelsch,highestlevel,unisch,postgradsch,occupationindustry,occupation2,whichauthority,rankmostimptchild_1,rankmostimptchild_2,rankmostimptchild_3,livinginsg_1_slice,livinginsg_2_slice,livinginsg_3_slice,livinginsg_4_slice,vbc,sliderliberty_1_slice,maritialstatus,children,noofchildren,childage,personalincome,hhi,socialnetwork_1_slice,socialnetwork_2_slice,socialnetwork_3_slice,socialnetwork_4_slice,socialnetwork_5_slice,socialnetwork_6_slice,socialnetwork_dp01,socialnetwork_dp02,socialnetwork_dp03,socialnetwork_dp04,socialnetwork_dp05,socialnetwork_dp06,socialnetwork_dp07,socialnetwork_dp08,socialnetwork_dp09,socialnetwork_dp10,q20_q211,q20_q212,q20_q213,q20_q214,ban_age,ban_gender,ban_personal_inc,ban_mhi,ban_q18_q191,ban_q18_q192,ban_q18_q193,ban_q18_q194,ban_education1,ban_education2,ban_education3,ban_education4,ban_occupation_status1,ban_occupation_status2,ban_occupation_status3,ban_occupation_status4,ban_occupation_status5,ban_occupation_status6,ban_occupation_status7,ban_occupation_status8,ban_occupation_status9,ban_occupation_role1,ban_occupation_role2,ban_occupation_role3,ban_occupation_role4,ban_occupation_role5,ban_occupation_role6,ban_occupation_role7,ban_occupation_role8,ban_marital,ban_children1,ban_children2,ban_children3,ban_children4,ban_no_ofchildren,ban_age_youngest,ban_q28,ban_q30_1,ban_q30_2,ban_q30_3,ban_q30_4,ban_q32,ban_q431,ban_q432,ban_q433,ban_q434,ban_q435,ban_q436,ban_q437,md_segment
521,GEN24_3512,Singapore,2005,16,16,16-24 years old,Male,Full-time student,Secondary school,None or Primary school,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Agree,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Single,No,-,-,No personal income,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,16-24 yo,Male,Low (below $3k),-,Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,Neutral,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
524,GEN24_3513,Singapore,2004,17,17,16-24 years old,Male,Full-time student,Junior College/Centralised Institute,Secondary school,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Disagree,Agree,Disagree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Single,No,-,-,No personal income,"$8,000- $9,999",Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,-,-,-,-,16-24 yo,Male,Low (below $3k),Medium ($4k to $9.9k),Yes,Yes,No,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,B2B,T2B,B2B,T2B,No,Yes,No,No,No,No,Yes,Harm_Care
526,GEN24_3514,Singapore,1984,37,37,35-44 years old,Female,Employee (working full-time in private sector),-,Secondary school,-,-,Transportation and Storage,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,No,-,-,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,35-44 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,Neutral,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
579,GEN24_3515,Singapore,1950,71,71,65 years old and above,Female,Housewife / homemaker,-,None or Primary school,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,3,1,Strongly Agree,Neutral,Strongly Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Divorced / Widowed / Separated,Yes,2,22 years or older,No personal income,"$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,65 yo +,Female,Low (below $3k),High ($10k and above),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,-,-,-,-,-,-,-,-,Divorced/ Widowed/ Separated,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,T2B,B2B,No,No,Yes,No,No,No,Yes,Purity_Degradation
559,GEN24_3516,Singapore,1999,22,22,16-24 years old,Female,Full-time student,Junior College/Centralised Institute,Junior College/Centralised Institute,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,-,-,No personal income,"$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,16-24 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,Yes,No,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
564,GEN24_3517,Singapore,1997,24,24,16-24 years old,Female,"Unemployed, for more than 1 week but less than 6 months",-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Agree,Agree,Neutral,Disagree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Single,No,-,-,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,16-24 yo,Female,-,-,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,B2B,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
565,GEN24_3518,Singapore,1979,42,42,35-44 years old,Male,Employee (working full-time in private sector),-,Polytechnic,-,-,Information and Communications,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,-,-,"$8,000- $9,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,35-44 yo,Male,High ($8k and above),-,No,No,Yes,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Harm_Care
569,GEN24_3519,Singapore,1947,74,74,65 years old and above,Female,Retiree,-,Secondary school,-,-,Health and Social Services,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Divorced / Widowed / Separated,Yes,1,22 years or older,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,65 yo +,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Divorced/ Widowed/ Separated,Yes,No,No,No,1 child,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
571,GEN24_3520,Singapore,1991,30,30,25-34 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Manufacturing,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,-,-,"$8,000- $9,999","$8,000- $9,999",No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,25-34 yo,Female,High ($8k and above),Medium ($4k to $9.9k),No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,T2B,T2B,T2B,B2B,No,No,Yes,No,No,Yes,No,Harm_Care
713,GEN24_3521,Singapore,1946,75,75,65 years old and above,Female,Housewife / homemaker,-,None or Primary school,-,-,Wholesale and Retail Trade,"Non-management (Clerical/ Technical staff, General Worker)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,3,2,Neutral,Agree,Agree,Neutral,People should have the right to say what they want without being punished for it (or face any consequences),2,Divorced / Widowed / Separated,Yes,2,22 years or older,No personal income,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,65 yo +,Female,Low (below $3k),-,Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Divorced/ Widowed/ Separated,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,T2B,T2B,Neutral,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
714,GEN24_3522,Singapore,1957,64,64,55-64 years old,Female,Housewife / homemaker,-,None or Primary school,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,2,22 years or older,No personal income,"$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,-,-,-,-,-,-,-,-,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,Neutral,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
718,GEN24_3523,Singapore,1974,47,47,45-54 years old,Female,Housewife / homemaker,-,None or Primary school,-,-,Wholesale and Retail Trade,"Blue Collar Skilled (Technician, Taxi Driver, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,3,7 to 12 years old,No personal income,"$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,45-54 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,Neutral,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
722,GEN24_3524,Singapore,1984,37,37,35-44 years old,Female,Employee (working part-time/casual),-,"University postgraduate (e.g. MA, MSc., MBA, PhD)",-,Local University in Singapore,Education,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Neutral,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,2,1 to 6 years old,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,35-44 yo,Female,-,-,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,1 to 6 years old,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,T2B,T2B,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Harm_Care
726,GEN24_3525,Singapore,1988,33,33,25-34 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Information and Communications,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,2,1,Strongly Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,2,Less than 1 year,"$4,000-$5,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,25-34 yo,Male,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Less than 1 year,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
787,GEN24_3526,Singapore,1960,61,61,55-64 years old,Male,Employee (working full-time in private sector),-,Secondary school,-,-,Education,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Divorced / Widowed / Separated,No,-,-,"$3,000-$3,999","$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,55-64 yo,Male,Medium ($3k to $7.9k),Low (below $4k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Divorced/ Widowed/ Separated,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,Yes,No,No,No,Yes,Fairness_Cheating
791,GEN24_3527,Singapore,1940,81,81,65 years old and above,Female,Retiree,-,None or Primary school,-,-,Administrative and Support Service Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,-,-,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,65 yo +,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,T2B,Neutral,B2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
794,GEN24_3528,Singapore,1982,39,39,35-44 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Overseas Institutions outside Singapore,-,Manufacturing,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,No,-,-,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,35-44 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Harm_Care
798,GEN24_3529,Singapore,1982,39,39,35-44 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Transportation and Storage,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,1,1 to 6 years old,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,35-44 yo,Male,-,-,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,1 child,1 to 6 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,T2B,B2B,No,No,Yes,No,No,No,Yes,Purity_Degradation
801,GEN24_3530,Singapore,1953,68,68,65 years old and above,Female,Housewife / homemaker,-,None or Primary school,-,-,Accommodation and Food Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,3,22 years or older,No personal income,No household income,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,65 yo +,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,T2B,Neutral,No,No,Yes,No,No,No,Yes,Fairness_Cheating
1128,GEN24_3531,Singapore,1965,56,56,55-64 years old,Female,Housewife / homemaker,-,None or Primary school,-,-,Transportation and Storage,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Divorced / Widowed / Separated,Yes,4,18 to 21 years old,"Below $1,000","Below $1,000",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,55-64 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Divorced/ Widowed/ Separated,Yes,No,No,No,Net - More than 3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,Yes,No,No,No,Yes,Purity_Degradation
1130,GEN24_3532,Singapore,1963,58,58,55-64 years old,Male,"Unemployed, for more than 1 week but less than 6 months",-,Polytechnic,-,-,Manufacturing,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",2,Married,Yes,2,22 years or older,No personal income,"Below $1,000",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,-,-,-,-,55-64 yo,Male,Low (below $3k),Low (below $4k),No,No,Yes,No,-,-,-,-,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,Neutral,Neutral,B2B,No,No,Yes,No,No,No,Yes,Harm_Care
